TicketID,DateOpened,Category,ResolutionTime_Days,Status,customer_sk,year,month,day,time_sk
6a90c392-512d-4fe4-bd66-0a23d561962e,2024-12-29,Billing Issue,9,Resolved,91,2024,12,29,267
d6db06b6-1cdf-4eda-b90c-c229a2194b05,2025-05-19,Service Request,4,Resolved,91,2025,5,19,254
8309612a-3b89-4ca1-8787-0216b59a9b88,2024-11-16,Other,6,Open,94,2024,11,16,195
68dbbbce-7ae9-4542-8b52-c4121d32baee,2025-08-08,Billing Issue,8,Resolved,94,2025,8,8,70
4ab9a196-9366-4f26-8bd0-b68e0a10af7b,2024-10-13,Service Request,9,Open,95,2024,10,13,354
257c5ae3-035a-47a3-8935-a314ca327fb3,2025-09-02,Other,4,Resolved,95,2025,9,2,364
a2dde9f5-9b45-4a0c-b9de-d8518a8d4222,2024-11-23,Network Problem,7,Open,98,2024,11,23,11
8b0ea2a0-6711-4d97-a8b9-18811b21c6ea,2025-05-22,Other,10,Open,98,2025,5,22,132
0833bf45-5351-4b5b-870c-04f230c399c0,2024-09-29,Billing Issue,1,Open,98,2024,9,29,52
397cd49f-deb7-4c4f-9fa4-1ddc16b3ecbf,2025-02-13,Billing Issue,8,Open,101,2025,2,13,14
57a590be-e5a1-4da8-a541-f06f8a863780,2024-09-11,Network Problem,5,Resolved,101,2024,9,11,262
7f1e6402-a9cd-42dd-a707-8f546f5bda29,2024-12-06,Network Problem,10,Resolved,106,2024,12,6,227
85271884-6203-491d-82fd-2786ab1a5a80,2024-10-18,Service Request,1,Resolved,112,2024,10,18,62
2343e5a4-522a-4001-b852-9531b883150f,2025-07-19,Billing Issue,1,Open,112,2025,7,19,293
6455ca1f-4315-4528-9526-304284030916,2024-10-07,Service Request,8,Resolved,121,2024,10,7,184
61be6c3e-0220-45bc-a304-4efbac5c6a50,2025-05-28,Other,7,Open,121,2025,5,28,345
78ef19ea-3a57-48db-b2a4-f854b619427c,2025-07-04,Other,5,Resolved,123,2025,7,4,294
a11b505e-9516-4b51-97d5-8bbc5c4156ac,2025-06-16,Service Request,7,Open,123,2025,6,16,56
9d790635-e2bc-4b1a-9664-a2c385a2e3d8,2025-01-17,Service Request,3,Open,123,2025,1,17,63
fe2fd1c9-3006-4339-9906-adaa7a5a844b,2025-02-01,Service Request,10,Resolved,135,2025,2,1,4
43a8c2c5-e9bd-45d8-9820-68cab65f9d0c,2024-11-12,Network Problem,7,Resolved,135,2024,11,12,353
102283dc-dbbe-4c0a-86a2-0e257d39d2c2,2025-04-07,Other,2,Open,135,2025,4,7,81
c0d85307-b931-41af-89c0-2e7841edf314,2024-11-27,Service Request,9,Open,136,2024,11,27,38
f47d66d0-d3d5-4a67-b844-40834a347bcf,2025-03-29,Service Request,3,Resolved,136,2025,3,29,343
c428a7d0-a004-471d-aace-a964c7968f54,2025-07-13,Billing Issue,8,Open,141,2025,7,13,325
1ff1b14a-f14a-4ac3-af48-f662ff93bb39,2025-07-21,Service Request,6,Resolved,141,2025,7,21,77
72b0106d-940d-4a0b-b692-4c3217434e68,2025-01-14,Billing Issue,10,Resolved,144,2025,1,14,41
a4ac2020-6708-4915-9aa9-962cb8cb2411,2025-04-04,Network Problem,8,Open,144,2025,4,4,237
8ceb0c35-8bf3-48d0-9347-cc9c76774690,2025-03-19,Service Request,3,Open,144,2025,3,19,85
4e0a59cc-003f-4553-8a19-e5ea192a3df4,2025-08-18,Other,9,Open,148,2025,8,18,79
35c790f6-05d4-4b18-8628-cc2e96767cac,2025-05-04,Network Problem,3,Resolved,148,2025,5,4,128
189312a9-107f-408f-b2f2-d310adc2f3ef,2025-07-25,Network Problem,2,Resolved,148,2025,7,25,362
4f4905b7-e7b5-45af-a4e0-851c375c6bef,2025-06-27,Network Problem,6,Resolved,152,2025,6,27,245
26f40704-2465-47df-a09f-d60a5c46a4ec,2025-02-19,Service Request,1,Open,152,2025,2,19,348
5cfedde4-9206-4143-9684-1d3064606ff5,2025-02-17,Billing Issue,8,Open,156,2025,2,17,96
5a880bd0-9c81-4ef3-9adc-20a83fac611d,2025-05-25,Service Request,4,Open,156,2025,5,25,342
b51072cf-c8e7-457d-a0d1-90a76cf6e759,2025-01-16,Other,3,Open,156,2025,1,16,197
b4ddf9c1-8a44-4750-b4c7-5cf6aa248f80,2025-01-03,Billing Issue,8,Open,157,2025,1,3,359
ee16cdee-9d9d-4774-9403-16b42d426ce1,2024-11-06,Network Problem,6,Resolved,157,2024,11,6,54
0b1963b7-ff23-4e6e-a4f2-e067969c0133,2025-04-20,Billing Issue,9,Open,158,2025,4,20,104
f35fd83f-48ff-4c8c-aab4-d735ed56a14d,2024-09-21,Service Request,9,Resolved,164,2024,9,21,111
5704757a-46b1-4737-9e66-537b5a7f66f7,2025-01-30,Billing Issue,6,Open,164,2025,1,30,210
829a7233-4a1c-438d-8a2c-e7e763251acd,2025-08-18,Service Request,4,Resolved,164,2025,8,18,79
a7a9c385-dd8d-4271-b84a-f52d871199e6,2024-12-28,Billing Issue,6,Open,165,2024,12,28,299
13d3538c-321f-45be-978a-51eb7344e505,2025-06-05,Other,7,Resolved,166,2025,6,5,35
7996b9d4-b303-420c-b8f8-bbb665e34a21,2025-04-20,Billing Issue,1,Open,166,2025,4,20,104
2ade1c03-3d8e-4020-b1b2-ba8397058e75,2025-04-06,Other,3,Open,166,2025,4,6,350
7a8e63ac-70f5-46eb-9492-48150e650871,2024-12-20,Other,4,Resolved,168,2024,12,20,162
4459d8d5-3282-4da8-babc-37f6d0d39a79,2024-11-12,Network Problem,6,Open,168,2024,11,12,353
6e65de17-a77f-4039-96d5-db26d72de7bb,2024-12-21,Network Problem,5,Resolved,170,2024,12,21,209
da0a1783-df4a-4039-99fd-acd05e0907e9,2024-11-14,Network Problem,8,Resolved,170,2024,11,14,51
286f5107-1901-4959-92f1-9f55d089f74c,2025-06-30,Network Problem,8,Resolved,170,2025,6,30,330
6dedc0df-863c-405e-aea4-9e846d86ee3e,2025-03-20,Service Request,3,Resolved,172,2025,3,20,257
e1186bc3-07ad-4971-899c-3cc9420f6204,2024-11-10,Billing Issue,1,Open,180,2024,11,10,264
ed53fd58-2fbb-401d-a7f5-fa4196087902,2024-12-08,Other,4,Resolved,180,2024,12,8,305
3743c6e3-ec1c-4c54-86f5-414da2110cd9,2025-04-18,Network Problem,7,Open,180,2025,4,18,214
81ea8f11-5ca9-49ec-8546-5dd48afef573,2025-03-17,Billing Issue,4,Resolved,186,2025,3,17,226
f184d188-c974-46b2-884f-c6e122d0e880,2024-12-05,Other,2,Open,200,2024,12,5,236
0da8d047-62d3-484b-bd80-d37fd75151bb,2025-03-24,Service Request,4,Resolved,205,2025,3,24,324
f74ac840-8adf-43e0-bab5-3dc26e5197bb,2025-06-30,Other,7,Resolved,205,2025,6,30,330
c31dcc89-b137-4f1f-a60f-06de25a66410,2025-01-14,Network Problem,1,Open,209,2025,1,14,41
58c3c7f4-a68f-4c06-bd09-48b53284a29c,2025-07-03,Network Problem,1,Resolved,209,2025,7,3,244
fc5eaa88-e884-4a6f-9547-db0af404fd84,2025-02-23,Service Request,9,Resolved,209,2025,2,23,45
2aec9cde-2266-44b2-8798-bec16a431b75,2025-06-08,Service Request,1,Resolved,210,2025,6,8,3
199dceb6-a1d7-420e-8715-f5178ee5e32a,2025-07-15,Other,3,Resolved,210,2025,7,15,169
45dff0e9-b1c0-4715-b25f-dea0df708a87,2025-07-22,Service Request,8,Resolved,210,2025,7,22,182
16b1933b-f0e4-46bd-b033-80c45822f940,2025-01-22,Network Problem,1,Open,211,2025,1,22,201
7cd30518-10e1-4478-b69f-1ae83befbfb9,2025-03-02,Network Problem,9,Resolved,211,2025,3,2,268
1b8df32b-a67c-4dbb-8928-9afe5b5500a0,2025-07-27,Other,7,Open,211,2025,7,27,246
bfd0b067-3874-43c0-a225-e1eb8a97cc08,2024-10-16,Other,5,Resolved,213,2024,10,16,225
a343c015-98bd-42c2-adc7-d0ff65239a83,2025-05-21,Service Request,10,Resolved,216,2025,5,21,109
3b74c6fe-57e6-4173-8c6a-e09626418162,2024-12-30,Service Request,10,Open,216,2024,12,30,60
0759d004-8e7e-45bd-9b13-be6178bfc3ff,2024-10-19,Network Problem,9,Resolved,217,2024,10,19,251
562dbd7c-3e00-49d7-866f-c58b7093a94d,2024-10-02,Other,7,Resolved,217,2024,10,2,12
7d235b91-adfa-4034-8b5c-1abf2e90893a,2024-10-25,Service Request,5,Open,217,2024,10,25,19
ffe78103-f907-4ed7-a12c-633818ec0e70,2025-07-14,Service Request,5,Open,218,2025,7,14,361
43ad6f77-9c1a-427c-bb43-5ce2d9e8d5e9,2024-10-04,Service Request,7,Open,218,2024,10,4,145
b79e283b-297f-4225-b032-ed1b0659f394,2025-04-17,Network Problem,2,Resolved,218,2025,4,17,10
105140dd-5864-4a27-b279-940fbe230b54,2024-12-27,Network Problem,3,Open,219,2024,12,27,199
7a4125aa-568e-4b51-a32e-6d50bdbfff18,2025-07-14,Network Problem,9,Open,219,2025,7,14,361
567fbfb9-6b0c-4ba8-9251-364806860a3a,2025-04-15,Network Problem,4,Resolved,219,2025,4,15,346
7fc8b7eb-9586-4703-b5b4-fc5081baad4f,2024-12-14,Other,9,Open,222,2024,12,14,191
ca46203b-bd51-4bf7-9cd3-ff32aac224d1,2024-12-22,Service Request,2,Open,223,2024,12,22,282
a576d8a2-a9cc-4bee-83ba-904722c85263,2025-09-01,Other,5,Open,224,2025,9,1,174
f955b031-9b55-4338-a31e-2f58fac0f89b,2024-11-28,Other,7,Resolved,224,2024,11,28,273
ca9b94ad-2b6d-4167-9e6c-bde585797ba1,2024-12-08,Service Request,5,Resolved,225,2024,12,8,305
9c49a3a3-a8c0-468c-8afb-4bb715a1156b,2025-02-06,Network Problem,4,Open,232,2025,2,6,24
aa24720f-aa72-4d8d-83c7-5448cb46cad2,2024-10-21,Service Request,5,Resolved,239,2024,10,21,326
b09588db-d905-4a87-9d3a-a34d0d09b071,2025-03-18,Billing Issue,10,Resolved,239,2025,3,18,186
28648914-8fc0-4117-9977-907c67c95a27,2024-12-11,Other,10,Open,240,2024,12,11,312
6c36b89b-a44f-42e7-9603-bc08b20d5199,2025-08-18,Service Request,5,Resolved,240,2025,8,18,79
007c8be6-cfc5-4d31-bf2b-0d7a25f5801a,2025-03-02,Network Problem,6,Open,242,2025,3,2,268
2685aa90-e8be-4e11-96c3-0885232fb301,2024-10-09,Network Problem,6,Resolved,242,2024,10,9,249
b4c70b6e-2089-4d9d-a7e7-0af662552471,2024-12-03,Service Request,5,Resolved,243,2024,12,3,78
6015dae1-bc00-465a-9917-9e8f08a267b2,2025-03-01,Billing Issue,8,Open,243,2025,3,1,149
7b2da7d4-c891-47fa-be6d-185bcc6e6ac5,2025-01-01,Billing Issue,3,Resolved,243,2025,1,1,232
5e13de9a-5539-47b9-ab27-698fc82de82c,2024-10-08,Network Problem,3,Resolved,244,2024,10,8,72
a69b19bd-c1b3-41b1-b5a9-e96660e576fb,2025-05-26,Billing Issue,2,Open,244,2025,5,26,53
094d4751-0cf7-459b-b94e-d3866f9c2dcc,2025-01-18,Other,6,Open,244,2025,1,18,50
98ec78f3-1dab-4ff5-9057-dbc5639d951f,2025-06-13,Network Problem,3,Resolved,246,2025,6,13,314
d24f6be2-fdd3-4e99-b067-a630fcf275b8,2025-04-17,Other,4,Open,246,2025,4,17,10
6a649c34-258e-4f31-8c34-a5e5f5328ae4,2025-07-01,Billing Issue,6,Resolved,246,2025,7,1,154
391a2966-4eed-4359-9149-1ff94f721d1c,2025-08-08,Billing Issue,1,Open,247,2025,8,8,70
611e8a6a-cc54-4444-b61b-872c206e9f1b,2025-05-15,Other,8,Resolved,247,2025,5,15,16
ab943b91-ee11-4941-9b8e-05390adb2d0a,2025-02-13,Network Problem,3,Resolved,248,2025,2,13,14
1727e207-95a9-438f-b12d-a9bd2bfcbe4c,2024-09-22,Service Request,4,Open,253,2024,9,22,57
1f1391ba-49be-4a1a-9d4f-0fdf150e69cc,2025-06-08,Other,5,Resolved,253,2025,6,8,3
289972b7-6c21-4867-9389-bd8a114da7d2,2024-09-24,Network Problem,2,Open,253,2024,9,24,323
4207e50f-2f3b-4697-bce9-a3e841d4680f,2025-02-02,Other,1,Resolved,261,2025,2,2,337
b24670d9-99e7-4a84-bcc6-05417e53b5bd,2025-03-03,Other,8,Resolved,261,2025,3,3,37
a9ab20cc-03d0-444e-96eb-b8b6b29a03d9,2024-12-26,Other,1,Open,265,2024,12,26,73
9f0499f1-a4c5-4c7e-a77b-4429e35a7451,2025-06-16,Billing Issue,6,Resolved,265,2025,6,16,56
aab342c2-1b80-4cdd-a631-ecc13b51852d,2025-05-02,Service Request,8,Open,265,2025,5,2,55
996188b2-05cc-47a0-bc96-52c22ce14011,2024-12-22,Network Problem,4,Open,267,2024,12,22,282
fc3bad8d-3d9d-42d9-9255-4ec69f1319e0,2024-11-02,Service Request,9,Resolved,267,2024,11,2,6
8597bc8b-d63d-49b8-984d-3ef7563c3a92,2025-04-17,Billing Issue,6,Open,267,2025,4,17,10
c7222aa4-dffe-4bd9-86d0-d8042f1b748b,2025-04-27,Service Request,9,Open,271,2025,4,27,302
c6ce8f8c-4a57-4215-a653-7de31623b988,2025-06-20,Other,2,Open,271,2025,6,20,239
7b5c2ce0-bcba-4944-aa97-08786e8dae73,2025-02-13,Network Problem,7,Open,273,2025,2,13,14
1d565f03-e604-4ab9-a6ab-1c52b062d2b8,2024-11-29,Service Request,3,Open,273,2024,11,29,17
c25b754d-650a-4909-9014-ff48219caf5f,2025-06-21,Billing Issue,4,Open,276,2025,6,21,360
2593db36-d5fa-49c4-9b7f-800127fd8b7b,2025-08-23,Other,6,Resolved,279,2025,8,23,198
c1932a74-c2b1-46bd-910e-8d342cdfdecc,2024-09-09,Service Request,10,Open,279,2024,9,9,163
28e1ed7f-d9e1-429b-a257-45fc97b277ee,2025-01-19,Network Problem,10,Open,279,2025,1,19,156
a10a2406-146b-4435-86fe-fa5165817f88,2024-11-18,Network Problem,10,Resolved,281,2024,11,18,135
ec35acc9-a637-42a8-bda1-11026ca2e45e,2024-12-27,Other,9,Resolved,281,2024,12,27,199
61f39c69-bef5-469b-9c70-81a209d88071,2025-04-04,Service Request,2,Resolved,282,2025,4,4,237
24d2a8db-eb29-45e0-8adb-26d161ac48ca,2024-11-01,Service Request,3,Resolved,282,2024,11,1,207
3f654e74-6fe9-42c8-a1d5-544698367ee7,2025-07-11,Billing Issue,1,Resolved,284,2025,7,11,177
6ed30583-c1d9-4d54-8f7b-e75fc916ef64,2024-12-05,Service Request,7,Open,284,2024,12,5,236
20051699-bc60-4f40-ad1d-85b47ff89ac9,2025-06-04,Other,7,Resolved,288,2025,6,4,258
407f00c0-81cb-4268-8948-6a4684751e98,2025-07-16,Network Problem,5,Open,288,2025,7,16,317
d63a46a5-6624-4863-bb62-4b9489808285,2025-09-06,Other,8,Resolved,293,2025,9,6,250
db617720-786c-46ea-ac0b-697286509ce2,2024-11-27,Other,3,Resolved,295,2024,11,27,38
fa18800c-e23b-4e93-a667-325149384eda,2025-06-19,Service Request,3,Open,303,2025,6,19,240
946fe301-7d7b-4443-8c10-a49100cc0fa0,2025-01-07,Other,8,Open,303,2025,1,7,301
33a25fa8-b4f0-4a4c-85f8-c43034158fc2,2025-03-31,Billing Issue,9,Open,304,2025,3,31,87
8996ef74-ceb0-4678-a145-13643db32eea,2025-07-24,Service Request,1,Open,306,2025,7,24,313
aa3c8184-65e6-47a5-bbbf-082a5594620d,2024-11-23,Billing Issue,8,Resolved,311,2024,11,23,11
bbb24be5-94f1-44e1-b407-e633bf0fa7e4,2025-08-30,Other,8,Open,311,2025,8,30,170
f9b8e6f7-3f77-42b1-a580-3e69846fc239,2025-09-01,Network Problem,8,Open,311,2025,9,1,174
896b537c-6635-4c5b-96c9-150a4b1e9c07,2025-05-06,Other,2,Resolved,312,2025,5,6,235
830fc6d5-b6e0-4a70-913c-5f0a1da50520,2025-01-20,Other,8,Resolved,316,2025,1,20,181
cb5874e1-5e38-49f1-b466-6fe655257d9b,2024-09-27,Billing Issue,4,Resolved,316,2024,9,27,307
8a8bc6b5-b63c-4185-bb37-4d21e5131b04,2024-12-03,Service Request,7,Resolved,316,2024,12,3,78
df432264-8b6f-46d7-800d-94e1e7528a4d,2024-09-11,Other,1,Open,319,2024,9,11,262
596b6834-c1ff-49fb-ae5d-4ecbebcea597,2025-01-05,Service Request,7,Resolved,322,2025,1,5,238
461656c4-b5f9-4dc1-8e7d-796b909be340,2025-07-20,Billing Issue,3,Resolved,323,2025,7,20,103
2e821720-b141-4403-bd69-033c72397e8f,2025-08-17,Billing Issue,6,Resolved,323,2025,8,17,213
7499a9b9-9a4b-473a-a7d7-c2dc521f53b4,2025-02-13,Service Request,1,Open,326,2025,2,13,14
f194e1c7-fa69-40ae-a59d-9c3ba3298f30,2024-12-06,Service Request,7,Open,326,2024,12,6,227
aa95c0f1-d9e5-47d4-8d5e-5026e951056b,2024-12-11,Network Problem,4,Open,327,2024,12,11,312
2fe3da63-e545-4ff3-857c-0c65241d0bb8,2024-12-31,Network Problem,1,Open,327,2024,12,31,134
fd0caca0-06ec-4f12-8dfe-8f722d71d031,2024-10-19,Service Request,2,Open,329,2024,10,19,251
0b930377-3e28-416f-b934-c417216d257c,2025-03-28,Service Request,6,Resolved,329,2025,3,28,179
34041a12-f566-4be8-baf1-25f06129d189,2025-08-02,Billing Issue,8,Resolved,329,2025,8,2,113
43f7a96f-0136-43e1-8ea8-c1688563fd1a,2025-04-10,Service Request,3,Open,333,2025,4,10,171
6eadc786-8deb-43ae-a2bc-e35a1b162dea,2025-02-13,Billing Issue,3,Open,333,2025,2,13,14
b44f4a25-cbd4-4061-a3b6-04d679eb61e9,2024-09-26,Billing Issue,6,Open,336,2024,9,26,217
478c3af0-a543-4712-a02f-269167213b6e,2025-01-12,Service Request,1,Resolved,337,2025,1,12,165
619cbf67-4f03-43ec-ab86-ca132b1694b0,2025-02-14,Billing Issue,4,Open,337,2025,2,14,315
e48cc195-0da6-4fd3-9b95-34f8fdbc9cff,2025-01-27,Service Request,6,Open,337,2025,1,27,270
93f1abae-ae68-4241-9870-47c54859b237,2025-05-29,Billing Issue,1,Open,345,2025,5,29,99
72c45a1c-6954-43d8-82b5-2ee3323d17db,2025-02-07,Other,9,Open,349,2025,2,7,357
40a1e148-2b99-441d-939a-40e9a6e06de8,2025-02-19,Service Request,4,Resolved,350,2025,2,19,348
f387f5ca-763a-4583-9dff-f3c7582ac456,2025-05-06,Billing Issue,8,Resolved,350,2025,5,6,235
3b09c69f-5910-4daf-8dda-43e3b2076616,2025-05-24,Network Problem,8,Resolved,351,2025,5,24,80
d80d5aa1-a09c-4462-abbf-9451a3ccea21,2025-01-08,Network Problem,1,Resolved,351,2025,1,8,140
e3f87975-de42-4c69-99f2-4290334cb180,2025-04-11,Billing Issue,8,Open,354,2025,4,11,269
9de743ce-1a5d-4307-92a7-c708d58299af,2025-02-22,Network Problem,5,Open,354,2025,2,22,39
536ac1cf-4d27-4ee9-aafa-125f77e9bed2,2024-09-15,Billing Issue,7,Open,356,2024,9,15,243
6b28bdf7-f583-488e-889b-17bee50a741c,2025-03-09,Other,7,Open,356,2025,3,9,252
f3e26414-6941-4b77-9493-b562fbe4646b,2025-02-04,Other,8,Resolved,356,2025,2,4,144
839ae870-eac1-47a3-9a56-8e2695efcb96,2025-04-04,Network Problem,6,Resolved,364,2025,4,4,237
81adf638-b398-4a84-b8bf-22693447a951,2024-10-15,Other,3,Resolved,364,2024,10,15,155
bc2a6a19-e8d1-4ebd-b7a3-42f990f90fcd,2025-07-31,Billing Issue,2,Open,364,2025,7,31,279
558ec86f-17dc-4295-8b8e-eae7bb2a1054,2024-10-29,Billing Issue,6,Resolved,366,2024,10,29,168
e09977f8-387c-47e4-a72b-ebb58813da77,2025-03-08,Service Request,4,Resolved,366,2025,3,8,44
3e58bb31-8895-4c90-9940-f61995241e74,2025-03-06,Network Problem,4,Open,368,2025,3,6,151
57bd70e5-cfd1-4466-a9e4-772d701155c5,2025-08-16,Billing Issue,7,Resolved,373,2025,8,16,20
fbfe4f03-49f6-4ea5-8b39-db3bbcd604a0,2025-02-18,Other,5,Open,373,2025,2,18,71
e2458f58-52bd-403f-9941-5092680598fc,2025-05-22,Billing Issue,8,Resolved,373,2025,5,22,132
