PaymentID,CustomerID,date,AmountDue,AmountPaid,PaymentStatus,DelayDays,customer_sk,year,month,day,time_sk
9e32cb51-76b1-4c66-8f95-07968d08b662,7549-MYGPK,2024-10-28,35.0,0.0,Late,5,7,2024,10,28,159
3ea73131-97a8-4498-8b38-8fb604eca242,2469-DTSGX,2025-06-23,100.0,0.0,Late,15,8,2025,6,23,160
0608497c-0afe-404b-9667-2f7fbac2b46b,2469-DTSGX,2024-12-22,50.0,50.0,Paid,0,8,2024,12,22,282
f8997ac7-14cb-4500-82d4-d226abd24ea9,2469-DTSGX,2025-07-05,50.0,50.0,Paid,0,8,2025,7,5,212
7950615b-0f75-4c57-a8bb-899b60626e01,2469-DTSGX,2024-10-30,70.0,70.0,Paid,0,8,2024,10,30,288
6c4ff439-3c85-49c2-9edb-633553d2838b,2469-DTSGX,2025-05-21,20.0,0.0,Late,15,8,2025,5,21,109
96bd5a77-2787-45a1-b1d3-597d0ab72c53,2469-DTSGX,2025-08-08,20.0,20.0,Paid,0,8,2025,8,8,70
f00efe70-8f0c-479d-9878-3dafe39aa5f2,2469-DTSGX,2025-05-09,35.0,0.0,Late,15,8,2025,5,9,253
ac33bb40-7646-4e48-931e-35a5cc8d630a,2469-DTSGX,2024-12-18,35.0,0.0,Late,5,8,2024,12,18,124
eb45d3be-cfdc-4478-b15c-9baf0974d6d2,2469-DTSGX,2024-09-08,50.0,0.0,Late,10,8,2024,9,8,90
90be38f4-4675-45c8-81e7-b9b45890fba3,2469-DTSGX,2025-08-16,20.0,20.0,Paid,0,8,2025,8,16,20
20a6a566-ea55-4f30-ba9d-8841a805bd87,2469-DTSGX,2025-07-29,20.0,0.0,Late,15,8,2025,7,29,25
e5e130a4-2ee2-4c56-8012-1840840b7644,3090-LETTY,2024-10-23,50.0,0.0,Late,10,9,2024,10,23,265
cb1c26b5-d5a9-46ac-a3d6-a9a118d62b3b,3090-LETTY,2025-02-22,100.0,0.0,Late,5,9,2025,2,22,39
29659344-5266-406c-9eb5-5e1c28b7e20f,3090-LETTY,2024-11-14,20.0,0.0,Late,15,9,2024,11,14,51
8a872759-f72b-416b-918a-e72ae6b01bbf,3090-LETTY,2025-05-17,35.0,0.0,Late,10,9,2025,5,17,222
1753b405-7222-4022-a010-94d81e9d3aad,3090-LETTY,2025-03-22,50.0,0.0,Late,15,9,2025,3,22,296
eebd2403-299d-4794-a1af-01b33640cf09,6486-LHTMA,2025-04-22,35.0,0.0,Late,10,10,2025,4,22,176
29e4b4a1-1931-4abc-94fd-c14f5a6ce7dc,6486-LHTMA,2025-01-27,70.0,0.0,Late,15,10,2025,1,27,270
e394eb53-7336-40d3-bccf-d0d9cf2dbfe8,6486-LHTMA,2025-07-23,70.0,70.0,Paid,0,10,2025,7,23,259
4cac0eb4-14be-4d5f-83c6-0120c62bf0b9,6486-LHTMA,2024-11-24,70.0,0.0,Late,15,10,2024,11,24,203
6bb30416-6ca2-4edf-ab78-c68885ed80f8,6486-LHTMA,2025-04-02,35.0,35.0,Paid,0,10,2025,4,2,130
f7dba70d-8df6-45cf-a1e3-68c1548fe3b6,6486-LHTMA,2024-10-29,70.0,70.0,Paid,0,10,2024,10,29,168
e1f4229c-a7b7-4141-b404-b2d3472ffc9e,6486-LHTMA,2025-05-28,35.0,35.0,Paid,0,10,2025,5,28,345
d225ab24-5af7-42c1-bb29-e317b2585bf6,6486-LHTMA,2024-10-20,35.0,35.0,Paid,0,10,2024,10,20,84
fd8a4ca2-da94-437e-b89b-5de955fb8917,9799-CAYJJ,2025-02-07,70.0,70.0,Paid,0,11,2025,2,7,357
2490be19-a27c-4628-9cf9-8a7bb18ae6c2,9799-CAYJJ,2025-01-17,50.0,50.0,Paid,0,11,2025,1,17,63
b6c776bd-6b92-4207-89dd-265a4ad004e2,9799-CAYJJ,2025-02-09,100.0,0.0,Late,10,11,2025,2,9,95
a272908d-91f3-4a1a-b88d-48983d3c351c,7690-KPNCU,2025-05-03,100.0,100.0,Paid,0,12,2025,5,3,147
38b727bf-8f9c-4c5b-9822-ee877f78aba4,7690-KPNCU,2025-03-21,35.0,0.0,Late,15,12,2025,3,21,167
7dbc542f-ba1d-494f-8a91-43edcca96a4b,7690-KPNCU,2024-10-18,50.0,0.0,Late,5,12,2024,10,18,62
8c514e49-d2d4-4f60-879d-22c534f9095e,7690-KPNCU,2025-01-23,50.0,0.0,Late,15,12,2025,1,23,280
7c7bee8f-3ef4-4ded-8700-60fab3092ee6,7690-KPNCU,2025-06-18,100.0,0.0,Late,15,12,2025,6,18,351
ca1f89ce-2d18-4184-a7a8-1347b2864e0f,7690-KPNCU,2025-07-20,50.0,50.0,Paid,0,12,2025,7,20,103
65c99ddb-6c6c-4f67-b6b6-88c97ea73558,7690-KPNCU,2025-07-15,35.0,35.0,Paid,0,12,2025,7,15,169
6da2e1f5-de09-493a-8b43-9073038e23bd,9576-ANLXO,2024-12-13,70.0,70.0,Paid,0,13,2024,12,13,300
7252df9a-1b03-46fb-a630-80d848b4480f,9576-ANLXO,2025-05-09,35.0,0.0,Late,10,13,2025,5,9,253
959168bc-bb01-4f09-8fe5-f36c66a46728,9576-ANLXO,2024-09-29,35.0,0.0,Late,15,13,2024,9,29,52
f01a179c-3b8e-466d-a57b-dad8e7e9428d,9576-ANLXO,2024-09-22,70.0,70.0,Paid,0,13,2024,9,22,57
7439504d-988a-4d23-a737-c3aae3c2dddf,9576-ANLXO,2025-08-06,20.0,0.0,Late,15,13,2025,8,6,349
979e9578-903f-43c0-8b35-6ffa75bfbbf1,1089-HDMKP,2025-02-17,70.0,70.0,Paid,0,14,2025,2,17,96
d14a951d-5aef-433a-8204-9901f627e5b2,1089-HDMKP,2025-08-11,70.0,0.0,Late,15,14,2025,8,11,281
89892aa1-3144-4319-9245-047d246a8dd6,1089-HDMKP,2025-07-01,20.0,20.0,Paid,0,14,2025,7,1,154
8b84ac80-0982-4cf5-a5de-0a6a64b66f12,1089-HDMKP,2025-08-22,100.0,100.0,Paid,0,14,2025,8,22,194
c5208773-ff13-4960-a3c9-f8262c746e3e,1089-HDMKP,2024-12-08,35.0,35.0,Paid,0,14,2024,12,8,305
fd352766-592f-4fae-8ef6-8bad4ef0d9cd,1089-HDMKP,2025-06-09,70.0,70.0,Paid,0,14,2025,6,9,233
b2546227-c0f3-4776-960f-67029e838150,1089-HDMKP,2024-12-19,100.0,0.0,Late,10,14,2024,12,19,358
a2677075-e290-4929-84ee-16927b78be17,1089-HDMKP,2025-02-11,35.0,0.0,Late,10,14,2025,2,11,322
93dd8d0d-94d1-4b06-b135-4ddf04bc4793,1089-HDMKP,2025-04-16,50.0,0.0,Late,10,14,2025,4,16,91
25da885c-42de-42ba-9b5c-4b879ce943a4,1089-HDMKP,2025-04-20,20.0,20.0,Paid,0,14,2025,4,20,104
783cfad4-b1d4-42e6-b52c-8480f34937ef,1089-HDMKP,2025-08-17,20.0,20.0,Paid,0,14,2025,8,17,213
8f1253c8-7768-4e97-8d3f-46461b7aa388,1089-HDMKP,2025-02-13,20.0,0.0,Late,10,14,2025,2,13,14
3a92adb7-a244-49ec-9b2b-b6ee4f495fe1,1092-GANHU,2025-03-26,100.0,0.0,Late,15,15,2025,3,26,308
33e2572a-36c1-4fe1-aaad-35f2fb4b560c,1092-GANHU,2025-08-20,35.0,35.0,Paid,0,15,2025,8,20,189
ef0e966a-f40c-4ea3-bc4d-b168e9cf2f32,1092-GANHU,2025-04-23,35.0,0.0,Late,15,15,2025,4,23,68
89f8ce6e-5564-468b-acb9-0d451f57e243,1092-GANHU,2024-11-01,35.0,35.0,Paid,0,15,2024,11,1,207
1b7e3046-5ea3-4edc-9814-fe37cdf1b28a,1092-GANHU,2025-05-15,20.0,20.0,Paid,0,15,2025,5,15,16
c87b02be-9966-42f0-a4ab-8e961885bc05,1092-GANHU,2025-06-14,35.0,35.0,Paid,0,15,2025,6,14,309
b417c0f3-459c-4098-b23d-743ace31bc86,1092-GANHU,2025-03-12,50.0,0.0,Late,5,15,2025,3,12,64
5cdcf6fd-515e-457f-9e97-5b422eed95ab,1092-GANHU,2025-02-21,70.0,0.0,Late,10,15,2025,2,21,114
c28a3f51-29bc-4412-97e0-4f34aec142c3,1092-GANHU,2024-12-12,35.0,35.0,Paid,0,15,2024,12,12,31
97bf42d8-9bd4-43c8-915d-56bf45dc5085,1092-GANHU,2025-08-21,70.0,0.0,Late,10,15,2025,8,21,206
dded4615-4f74-4e65-8211-234b915ba4a4,1092-GANHU,2025-05-16,20.0,20.0,Paid,0,15,2025,5,16,121
7f88d8d5-ba83-4774-a642-d5ef983d8b9c,1092-GANHU,2025-04-19,100.0,0.0,Late,15,15,2025,4,19,289
e11b2e43-29ab-4e28-b6e4-ee987a1d65b1,2931-VUVJN,2025-06-26,50.0,0.0,Late,10,16,2025,6,26,125
7db7fcfa-0c94-4892-b72f-7a98d088041f,2931-VUVJN,2025-01-30,100.0,0.0,Late,10,16,2025,1,30,210
af88e381-6c2e-4a28-a54c-b2500a0fa850,2931-VUVJN,2025-03-07,50.0,50.0,Paid,0,16,2025,3,7,65
51b7b711-1bae-4dc9-bd58-4c1b53ba7003,2931-VUVJN,2025-06-17,50.0,0.0,Late,5,16,2025,6,17,112
9c000e97-d4f7-4772-bd21-a019fa9a3dec,2931-VUVJN,2025-04-12,20.0,0.0,Late,5,16,2025,4,12,116
9d7319ef-0ca8-4b29-883c-bf9cd78135ad,2931-VUVJN,2025-03-29,20.0,20.0,Paid,0,16,2025,3,29,343
df0da224-9934-493e-9823-3606c5cc87c1,2931-VUVJN,2025-01-03,50.0,50.0,Paid,0,16,2025,1,3,359
ec3ee318-3c3b-41b5-abe6-c04d9ab63680,2931-VUVJN,2025-06-18,70.0,70.0,Paid,0,16,2025,6,18,351
70f9bdfb-f695-44a2-9b44-8e6451afa01e,2931-VUVJN,2025-02-23,50.0,50.0,Paid,0,16,2025,2,23,45
18b9d0a4-9fe8-46a3-ad60-eb32a1456964,2931-VUVJN,2025-09-04,35.0,35.0,Paid,0,16,2025,9,4,36
9570acfc-0a82-4d2a-89cf-3108b9cd4fc6,2931-VUVJN,2025-06-30,70.0,70.0,Paid,0,16,2025,6,30,330
a9e36eac-e45c-4f6a-a6da-4629b3474ba1,2077-DDHJK,2025-03-27,100.0,100.0,Paid,0,17,2025,3,27,187
28ae1ad6-45cf-4f3d-9803-93ef8b905b5c,2077-DDHJK,2024-10-23,100.0,0.0,Late,5,17,2024,10,23,265
ce809dd2-6c81-4330-81a2-4958a4ecd164,2077-DDHJK,2025-01-04,50.0,50.0,Paid,0,17,2025,1,4,336
fbcacca7-fd90-4a18-9d8e-f07c4c01142c,2077-DDHJK,2025-07-22,35.0,0.0,Late,5,17,2025,7,22,182
bee2324a-3d16-4df4-8166-9b3391fb1e45,2077-DDHJK,2025-04-19,50.0,50.0,Paid,0,17,2025,4,19,289
10fb27dd-42a2-4340-a23b-df0181085014,2077-DDHJK,2025-06-03,70.0,70.0,Paid,0,17,2025,6,3,219
cc905b2a-6425-4276-9228-de5e46ac9074,2077-DDHJK,2025-05-09,100.0,0.0,Late,5,17,2025,5,9,253
3c103ce9-69db-48f6-ae0e-5558c9206a70,2077-DDHJK,2025-02-01,70.0,70.0,Paid,0,17,2025,2,1,4
737d6572-a975-4763-9289-28cffc8cc8ef,2077-DDHJK,2024-11-29,35.0,0.0,Late,15,17,2024,11,29,17
bb671ca8-27ea-4f9f-b161-ce90b9e16270,9114-DPSIA,2025-03-21,35.0,0.0,Late,5,18,2025,3,21,167
6be12e5b-4516-4758-bc46-958beb0c4414,9114-DPSIA,2025-07-13,100.0,0.0,Late,5,18,2025,7,13,325
8c04496c-a396-4336-bfbc-f9843d4abbcf,9114-DPSIA,2025-04-20,35.0,0.0,Late,5,18,2025,4,20,104
84480fd3-831a-4818-abf6-95b7583bb222,9114-DPSIA,2024-11-04,70.0,70.0,Paid,0,18,2024,11,4,275
5bdf53fa-e4d3-4b1f-aa3e-e4896b6c1426,9114-DPSIA,2025-05-08,20.0,20.0,Paid,0,18,2025,5,8,231
d136ecd2-85af-4655-bc2a-ce1d6e21e12b,9114-DPSIA,2024-12-23,20.0,0.0,Late,5,18,2024,12,23,341
db7e720b-535c-44ce-a364-ce564e958ccc,9114-DPSIA,2025-02-10,35.0,0.0,Late,15,18,2025,2,10,42
46ff54db-28c0-4c96-9e2e-bbe7c4223320,9114-DPSIA,2025-03-07,35.0,0.0,Late,10,18,2025,3,7,65
aba773c1-fd20-4334-95c9-c56600bedd5a,9114-DPSIA,2025-01-08,35.0,35.0,Paid,0,18,2025,1,8,140
0cb56518-45f6-4cee-a2de-3d4237de191d,9114-DPSIA,2025-02-18,100.0,100.0,Paid,0,18,2025,2,18,71
2d74bc59-9bce-4bd9-97cb-f1bc1cd27a23,9114-DPSIA,2025-08-15,20.0,20.0,Paid,0,18,2025,8,15,355
a5872bf4-0a08-46ef-becd-9e266913f1fa,3494-JCHRQ,2024-11-18,100.0,0.0,Late,15,19,2024,11,18,135
2ec54212-bf0d-4ede-b95b-1171af3a4f98,3494-JCHRQ,2025-03-12,70.0,70.0,Paid,0,19,2025,3,12,64
62f585f5-cfc2-48a1-94d6-a46507f00a2e,3494-JCHRQ,2024-12-12,20.0,0.0,Late,5,19,2024,12,12,31
22f7264b-04d2-4e51-9850-ac6d649047d7,2277-AXSDC,2024-09-19,20.0,0.0,Late,5,20,2024,9,19,148
db089434-11fb-428c-971a-3acfc722f452,2277-AXSDC,2024-09-29,70.0,70.0,Paid,0,20,2024,9,29,52
5b3c850d-0dfd-419e-84bf-6e6bc2cbf0b3,2277-AXSDC,2024-10-05,20.0,0.0,Late,15,20,2024,10,5,276
0dc8555d-6b41-4eea-ba13-694795e23fe0,2277-AXSDC,2025-04-14,20.0,20.0,Paid,0,20,2025,4,14,352
1b88911f-01a5-4d70-b673-2f126ac07a05,1928-BXYIV,2024-12-19,20.0,20.0,Paid,0,21,2024,12,19,358
8a348e39-d303-400b-a26b-41ed3166b92f,1928-BXYIV,2025-01-30,50.0,50.0,Paid,0,21,2025,1,30,210
8501c156-1c99-4922-9eb1-6ba33345f462,1928-BXYIV,2024-12-17,100.0,100.0,Paid,0,21,2024,12,17,215
a27ca1ce-9352-4ce4-ae2e-2c906475b5a5,1928-BXYIV,2025-07-21,50.0,0.0,Late,10,21,2025,7,21,77
843468c9-d163-4430-903d-623a2876c4f6,1928-BXYIV,2025-02-27,70.0,0.0,Late,10,21,2025,2,27,136
23158102-6d0f-4fc0-a6b6-287e0c9d0e74,1928-BXYIV,2025-06-17,70.0,0.0,Late,15,21,2025,6,17,112
1512726a-7779-4337-8f6b-26a5fafba22a,1928-BXYIV,2024-12-29,50.0,0.0,Late,5,21,2024,12,29,267
daa47902-b3eb-4bf8-b511-784e80e4ad45,1928-BXYIV,2025-09-05,20.0,20.0,Paid,0,21,2025,9,5,129
c0d77fa3-5889-4c0b-9f43-cdbe4a2548f8,1928-BXYIV,2025-03-24,20.0,0.0,Late,15,21,2025,3,24,324
7ea0296f-01cd-4e49-9a23-187eaa7ab36c,1928-BXYIV,2024-11-19,70.0,0.0,Late,10,21,2024,11,19,292
e5175c97-c8c8-42b4-bba2-b98789886928,1928-BXYIV,2025-01-05,20.0,20.0,Paid,0,21,2025,1,5,238
27e9134d-05bd-4d85-9364-45ea1e604ffb,7326-RIGQZ,2025-03-19,100.0,100.0,Paid,0,22,2025,3,19,85
fbf6904b-c580-4e79-add0-52501d731715,7326-RIGQZ,2025-05-23,70.0,0.0,Late,15,22,2025,5,23,106
7712f3ad-3b20-47dd-821d-0e4cd92268c2,7326-RIGQZ,2025-03-15,70.0,70.0,Paid,0,22,2025,3,15,242
a9203f31-9992-4096-8f18-14cd429b07d2,7326-RIGQZ,2025-04-26,20.0,20.0,Paid,0,22,2025,4,26,185
f0f25f28-d220-4fc3-893c-3dd499bf5de6,7326-RIGQZ,2025-06-03,100.0,0.0,Late,5,22,2025,6,3,219
dc53fc15-0fe1-4c9c-86b3-e037b1c8ee2c,7326-RIGQZ,2025-08-11,35.0,35.0,Paid,0,22,2025,8,11,281
291c2490-cff8-4045-b8a5-9e0f2d5dd027,8634-MPHTR,2024-09-12,50.0,0.0,Late,5,23,2024,9,12,75
022caa04-e9a2-4064-9a28-3adfc8112fb1,8634-MPHTR,2025-09-06,100.0,100.0,Paid,0,23,2025,9,6,250
9cd33407-b310-43bf-b36a-f69419e8f2fb,8634-MPHTR,2024-10-26,100.0,0.0,Late,15,23,2024,10,26,286
c2cb65b3-d01c-4853-a654-2588a4bce896,8634-MPHTR,2025-06-15,35.0,35.0,Paid,0,23,2025,6,15,241
f6c5e970-c7f1-444d-81dd-c0ac2374e07b,8634-MPHTR,2025-05-16,35.0,0.0,Late,5,23,2025,5,16,121
a1583228-27a2-4dc3-83c0-be5223644f53,0064-SUDOG,2025-01-05,70.0,70.0,Paid,0,24,2025,1,5,238
0ce938e7-6f67-46e5-878e-3e06dd35c3ac,0064-SUDOG,2025-04-03,50.0,0.0,Late,15,24,2025,4,3,220
82a19f8a-28fc-4e8f-b5cc-288111ec9328,0064-SUDOG,2024-11-27,50.0,50.0,Paid,0,24,2024,11,27,38
1bc5bff6-adee-46d4-91d7-1e1d307ece61,0064-SUDOG,2025-06-15,70.0,0.0,Late,5,24,2025,6,15,241
3ce6975a-bdf0-4877-9035-9e636870aa74,0064-SUDOG,2025-04-25,70.0,0.0,Late,15,24,2025,4,25,161
22c723f5-620d-414e-a7d6-d97e419a5c2d,0064-SUDOG,2024-11-22,50.0,0.0,Late,10,24,2024,11,22,316
3d3b5eb8-2c4d-41ac-b041-72f7301196bb,0064-SUDOG,2025-08-23,70.0,70.0,Paid,0,24,2025,8,23,198
ca8212ad-f04d-46a0-8752-ddbf9c2191ab,0064-SUDOG,2025-03-28,100.0,100.0,Paid,0,24,2025,3,28,179
c9f29d52-db64-4cdc-80f4-23a441f97bad,0064-SUDOG,2025-07-12,70.0,0.0,Late,10,24,2025,7,12,122
e9e657fe-4322-4214-aae1-140b229811fd,0064-SUDOG,2024-10-08,20.0,0.0,Late,10,24,2024,10,8,72
f00775f1-9096-4d6f-b0bc-b39ff38c0669,6972-SNKKW,2025-04-24,70.0,70.0,Paid,0,25,2025,4,24,272
2affc185-b845-45fe-8887-b9da365045d5,6972-SNKKW,2024-10-17,70.0,0.0,Late,5,25,2024,10,17,173
a968117f-5cc9-4005-b21b-c382ea8cfcc7,6972-SNKKW,2025-01-02,35.0,0.0,Late,15,25,2025,1,2,284
308d6baf-9fbd-48fd-8e15-0896a472c74a,6972-SNKKW,2025-03-29,100.0,100.0,Paid,0,25,2025,3,29,343
bb033d3c-1647-490e-9f71-0f4a344d69e5,6972-SNKKW,2025-07-29,50.0,0.0,Late,5,25,2025,7,29,25
