CustomerID,Age,Gender,City,State,Country,Married,Dependents,Device Protection Plan,Internet Service,Internet Type,Contract,Payment Method,Churn,Churn Category,customer_sk
5309-TAIKL,42,Female,Rio Linda,California,United States,0,0,1,1,DSL,Month-to-Month,Bank Withdrawal,0,Not Churned,87
6834-NXDCA,30,Female,South Dos Palos,California,United States,0,0,0,1,DSL,Month-to-Month,Bank Withdrawal,1,Dissatisfaction,88
4622-YNKIJ,59,Male,Norwalk,California,United States,0,0,0,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,89
1169-SAOCL,45,Male,Brookdale,California,United States,0,0,0,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,90
9391-EOYLI,77,Male,Lewiston,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Competitor,91
0330-BGYZE,48,Male,Milford,California,United States,1,0,1,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,92
5067-WJEUN,42,Male,Bakersfield,California,United States,1,1,0,1,Cable,Two Year,Bank Withdrawal,0,Not Churned,93
8329-UTMVM,76,Male,Bakersfield,California,United States,0,0,0,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,94
9448-REEVD,21,Male,Concord,California,United States,1,0,0,1,DSL,Month-to-Month,Credit Card,1,Other,95
3411-WLRSQ,80,Female,Los Angeles,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,96
5131-PONJI,62,Male,Upper Lake,California,United States,1,1,1,1,Fiber Optic,Month-to-Month,Credit Card,0,Not Churned,97
3312-ZWLGF,69,Male,Acton,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,98
4079-VTGLK,77,Male,Riverside,California,United States,1,0,1,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,99
7858-GTZSP,33,Female,San Lucas,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,100
2639-UGMAZ,73,Male,Artesia,California,United States,0,0,0,1,DSL,One Year,Bank Withdrawal,0,Not Churned,101
2750-BJLSB,32,Female,Rancho Santa Fe,California,United States,0,0,1,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,102
1732-FEKLD,30,Female,Newport Beach,California,United States,0,0,1,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,103
4659-NZRUF,64,Female,Oakland,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Price,104
4013-GUXND,37,Male,Lancaster,California,United States,0,0,0,0,No Internet,Month-to-Month,Credit Card,0,Not Churned,105
7668-XCFYV,77,Female,Glendora,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,106
8651-ENBZX,68,Female,Grizzly Flats,California,United States,0,0,1,1,Fiber Optic,One Year,Bank Withdrawal,1,Price,107
6981-TDRFT,25,Male,Soulsbyville,California,United States,1,1,1,1,DSL,One Year,Bank Withdrawal,0,Not Churned,108
7765-LWVVH,39,Female,Caspar,California,United States,1,1,0,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,109
7696-CFTAT,24,Male,Diamond Bar,California,United States,1,1,0,0,No Internet,Two Year,Bank Withdrawal,0,Not Churned,110
4611-ANLQC,31,Female,Castro Valley,California,United States,1,0,1,1,Cable,One Year,Bank Withdrawal,0,Not Churned,111
7129-CAKJW,62,Female,Fresno,California,United States,0,0,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,112
2397-BRLOM,67,Male,San Rafael,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Credit Card,1,Other,113
3197-NNYNB,47,Male,Jolon,California,United States,0,0,1,1,Fiber Optic,Two Year,Credit Card,0,Not Churned,114
0139-IVFJG,19,Female,Temecula,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,115
5167-GBFRE,73,Male,Oakland,California,United States,0,0,0,1,DSL,Month-to-Month,Bank Withdrawal,1,Other,116
3070-DVEYC,78,Male,Williams,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Credit Card,1,Attitude,117
0396-HUJBP,34,Female,Gardena,California,United States,0,0,0,0,No Internet,Month-to-Month,Credit Card,0,Not Churned,118
0813-TAXXS,48,Male,Alderpoint,California,United States,0,0,1,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,119
0811-GSDTP,50,Female,Alameda,California,United States,0,1,0,1,Cable,Month-to-Month,Bank Withdrawal,0,Not Churned,120
9522-BNTHX,72,Female,Caliente,California,United States,0,0,1,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,121
9242-TKFSV,53,Male,Browns Valley,California,United States,1,0,1,1,DSL,Two Year,Credit Card,0,Not Churned,122
8993-PHFWD,62,Female,Old Station,California,United States,0,0,0,1,DSL,Month-to-Month,Bank Withdrawal,1,Competitor,123
6481-LXPWL,61,Male,Palo Alto,California,United States,1,1,1,1,DSL,One Year,Credit Card,0,Not Churned,124
0547-HURJB,19,Male,Dixon,California,United States,0,1,0,0,No Internet,Month-to-Month,Credit Card,0,Not Churned,125
4361-BKAXE,23,Female,Boulder Creek,California,United States,0,0,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Competitor,126
5240-CAOYT,30,Female,Oak View,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,127
3714-XPXBW,43,Female,Santa Cruz,California,United States,0,0,1,1,DSL,Month-to-Month,Credit Card,0,Not Churned,128
6599-CEBNN,63,Female,San Diego,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Credit Card,1,Competitor,129
9488-FYQAU,64,Female,Artesia,California,United States,1,0,1,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,130
8914-RBTSB,62,Male,Valley Village,California,United States,1,0,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Other,131
1963-VAUKV,31,Female,Kyburz,California,United States,0,0,0,0,No Internet,Month-to-Month,Mailed Check,1,Price,132
7217-JYHOQ,30,Male,Burbank,California,United States,1,1,0,1,Cable,Month-to-Month,Credit Card,0,Not Churned,133
7657-DYEPJ,73,Male,Los Angeles,California,United States,0,0,1,1,Cable,One Year,Credit Card,1,Price,134
9372-TXXPS,49,Female,Burson,California,United States,1,0,0,1,Cable,Two Year,Bank Withdrawal,0,Not Churned,135
1291-CUOCY,55,Male,Yorkville,California,United States,1,0,1,1,Fiber Optic,Two Year,Credit Card,0,Not Churned,136
1845-CSBRZ,71,Female,Pomona,California,United States,1,1,0,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,137
6647-ZEDXT,19,Female,Santa Maria,California,United States,0,0,1,1,Fiber Optic,One Year,Credit Card,0,Not Churned,138
9058-HRZSV,77,Female,Baldwin Park,California,United States,1,0,1,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,139
0988-AADSA,40,Female,Forbestown,California,United States,1,1,1,1,Cable,Two Year,Bank Withdrawal,0,Not Churned,140
8229-TNIQA,36,Female,Pasadena,California,United States,0,0,0,1,Cable,Month-to-Month,Credit Card,1,Other,141
8050-WYBND,55,Female,Whittier,California,United States,0,1,1,1,DSL,One Year,Credit Card,0,Not Churned,142
9027-YFHQJ,26,Male,San Francisco,California,United States,0,0,0,0,No Internet,Month-to-Month,Bank Withdrawal,0,Not Churned,143
6051-PTVNS,31,Female,Bodfish,California,United States,1,1,0,0,No Internet,One Year,Credit Card,0,Not Churned,144
0621-CXBKL,62,Female,Copperopolis,California,United States,0,0,0,0,No Internet,Two Year,Mailed Check,0,Not Churned,145
4374-YMUSQ,64,Male,Lake Elsinore,California,United States,0,0,1,1,Fiber Optic,One Year,Credit Card,0,Not Churned,146
5438-QMDDL,20,Female,Campo Seco,California,United States,1,0,0,1,DSL,Month-to-Month,Credit Card,0,Not Churned,147
3096-IZETN,32,Female,Lomita,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Attitude,148
8008-ESFLK,43,Female,Capitola,California,United States,1,0,1,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,149
5228-EXCET,40,Male,San Diego,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Competitor,150
4397-FRLTA,35,Female,Corona,California,United States,0,0,0,0,No Internet,Month-to-Month,Credit Card,0,Not Churned,151
6048-NJXHX,21,Male,Apple Valley,California,United States,1,0,0,0,No Internet,Two Year,Bank Withdrawal,0,Not Churned,152
5982-FPVQN,40,Female,Camarillo,California,United States,1,1,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,153
5232-NXPAY,33,Female,Hilmar,California,United States,0,0,1,1,DSL,Two Year,Credit Card,0,Not Churned,154
5129-JLPIS,27,Male,Los Angeles,California,United States,0,0,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,155
9497-QCMMS,73,Male,San Diego,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Competitor,156
4933-BSAIP,39,Female,Northridge,California,United States,1,0,0,0,No Internet,Two Year,Credit Card,0,Not Churned,157
4250-FDVOU,44,Female,Woodland,California,United States,0,0,0,1,DSL,Month-to-Month,Bank Withdrawal,1,Attitude,158
2924-KHUVI,28,Male,Orland,California,United States,1,0,0,1,Fiber Optic,One Year,Bank Withdrawal,0,Not Churned,159
4800-CZMPC,24,Female,Delano,California,United States,1,0,0,1,Fiber Optic,One Year,Credit Card,1,Attitude,160
3758-CKOQL,20,Female,Valyermo,California,United States,1,0,1,1,Fiber Optic,One Year,Credit Card,0,Not Churned,161
5574-NXZIU,36,Male,Los Alamos,California,United States,0,0,1,1,Fiber Optic,Two Year,Credit Card,0,Not Churned,162
0411-EZJZE,62,Female,Stockton,California,United States,0,0,0,1,DSL,Month-to-Month,Bank Withdrawal,0,Not Churned,163
2868-SNELZ,54,Female,San Diego,California,United States,0,0,1,1,Fiber Optic,Month-to-Month,Credit Card,1,Competitor,164
3359-DSRKA,48,Female,Scott Bar,California,United States,1,1,0,0,No Internet,Two Year,Credit Card,0,Not Churned,165
1972-XMUWV,46,Female,Miramonte,California,United States,1,0,0,1,Cable,Two Year,Credit Card,0,Not Churned,166
2746-DIJLO,40,Female,Harbor City,California,United States,0,0,0,1,DSL,One Year,Credit Card,0,Not Churned,167
6568-POCUI,51,Female,Strawberry Valley,California,United States,1,0,0,1,Fiber Optic,Two Year,Credit Card,0,Not Churned,168
7394-FKDNK,62,Female,San Diego,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Competitor,169
9114-AAFQH,27,Female,North Highlands,California,United States,1,0,1,1,DSL,One Year,Bank Withdrawal,0,Not Churned,170
1099-GODLO,62,Female,Berkeley,California,United States,1,1,0,0,No Internet,Two Year,Credit Card,0,Not Churned,171
7826-VVKWT,69,Female,San Diego,California,United States,1,1,1,1,Fiber Optic,Two Year,Bank Withdrawal,0,Not Churned,172
9445-SZLCH,39,Female,Santa Clara,California,United States,1,0,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Dissatisfaction,173
2481-SBOYW,62,Female,San Bernardino,California,United States,0,1,0,0,No Internet,Two Year,Credit Card,0,Not Churned,174
3251-YMVWZ,34,Male,San Andreas,California,United States,0,0,0,0,No Internet,One Year,Bank Withdrawal,0,Not Churned,175
0319-QZTCO,25,Female,Santa Rosa,California,United States,1,1,0,1,DSL,Month-to-Month,Credit Card,0,Not Churned,176
7873-CVMAW,61,Male,Van Nuys,California,United States,0,0,1,1,DSL,Two Year,Credit Card,0,Not Churned,177
9507-HSMMZ,48,Male,Thousand Oaks,California,United States,0,0,0,0,No Internet,Two Year,Credit Card,0,Not Churned,178
2974-GGUXS,74,Female,Granite Bay,California,United States,1,0,0,1,Fiber Optic,Month-to-Month,Credit Card,0,Not Churned,179
4702-IOQDC,58,Female,Gustine,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Competitor,180
9191-MYQKX,34,Female,Lynwood,California,United States,1,1,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Dissatisfaction,181
5868-CZJDR,41,Male,Linden,California,United States,0,0,0,1,DSL,Month-to-Month,Mailed Check,1,Attitude,182
7325-ENZFI,37,Female,Santa Cruz,California,United States,0,0,0,1,DSL,One Year,Bank Withdrawal,0,Not Churned,183
3858-VOBET,48,Male,San Diego,California,United States,0,0,0,1,Cable,Month-to-Month,Bank Withdrawal,1,Competitor,184
0988-JRWWP,50,Female,Wilseyville,California,United States,0,0,0,1,DSL,Month-to-Month,Bank Withdrawal,0,Not Churned,185
0956-SYCWG,61,Female,Agoura Hills,California,United States,0,0,0,0,No Internet,One Year,Bank Withdrawal,0,Not Churned,186
0840-DFEZH,63,Female,Los Angeles,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,187
2979-SXESE,57,Female,Berkeley,California,United States,1,0,1,1,Cable,Month-to-Month,Bank Withdrawal,1,Other,188
1496-GGSUK,68,Female,Fulton,California,United States,0,0,0,1,Cable,Month-to-Month,Mailed Check,1,Attitude,189
3266-FTKHB,35,Male,Beale Afb,California,United States,0,0,0,0,No Internet,Two Year,Credit Card,0,Not Churned,190
8499-BRXTD,28,Male,Kernville,California,United States,0,0,0,0,No Internet,One Year,Credit Card,0,Not Churned,191
5702-SKUOB,34,Female,Fresno,California,United States,1,0,0,0,No Internet,Month-to-Month,Credit Card,0,Not Churned,192
5804-HYIEZ,40,Male,Winterhaven,California,United States,1,1,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,193
5482-VXSXJ,50,Male,Tehama,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Credit Card,0,Not Churned,194
9137-UIYPG,33,Female,Butte City,California,United States,1,1,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,195
8763-KIAFH,37,Female,Whittier,California,United States,1,0,0,0,No Internet,One Year,Credit Card,0,Not Churned,196
6131-IUNXN,47,Female,Huntington Beach,California,United States,1,1,0,0,No Internet,Month-to-Month,Mailed Check,0,Not Churned,197
8063-RJYNF,27,Male,Richmond,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Competitor,198
5146-CBVOE,44,Female,San Francisco,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,199
0114-IGABW,40,Female,Cambria,California,United States,1,0,1,1,Cable,Two Year,Bank Withdrawal,0,Not Churned,200
4452-QIIEB,41,Male,Glendora,California,United States,0,0,0,1,DSL,Month-to-Month,Credit Card,0,Not Churned,201
2885-HIJDH,47,Male,Tecate,California,United States,1,1,1,1,DSL,Two Year,Bank Withdrawal,0,Not Churned,202
3370-HXOPH,50,Female,Mountain View,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,203
0508-OOLTO,33,Female,Fort Irwin,California,United States,1,1,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,0,Not Churned,204
5680-LQOGP,21,Female,Twin Bridges,California,United States,0,0,1,1,Cable,Two Year,Credit Card,0,Not Churned,205
3192-LNKRK,63,Male,San Joaquin,California,United States,1,1,1,1,Fiber Optic,Month-to-Month,Credit Card,0,Not Churned,206
2634-HCZGT,71,Male,San Jose,California,United States,1,0,0,1,Cable,One Year,Bank Withdrawal,1,Other,207
5049-MUBWG,24,Male,Carmel By The Sea,California,United States,0,0,0,1,DSL,One Year,Bank Withdrawal,0,Not Churned,208
3538-WZPHD,46,Male,San Francisco,California,United States,0,0,0,1,Cable,Month-to-Month,Bank Withdrawal,1,Competitor,209
4430-YHXGG,20,Female,San Lorenzo,California,United States,0,1,0,0,No Internet,Month-to-Month,Credit Card,0,Not Churned,210
7207-RMRDB,20,Female,Santa Barbara,California,United States,1,0,1,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Competitor,211
2150-UWTFY,21,Female,San Mateo,California,United States,1,1,1,1,DSL,Month-to-Month,Credit Card,1,Dissatisfaction,212
3090-QFUVD,48,Female,Reedley,California,United States,0,0,0,0,No Internet,Month-to-Month,Credit Card,0,Not Churned,213
3978-YNKDD,62,Male,Culver City,California,United States,0,1,0,0,No Internet,Two Year,Credit Card,0,Not Churned,214
2181-UAESM,30,Male,Angelus Oaks,California,United States,0,0,1,1,Cable,Month-to-Month,Bank Withdrawal,0,Not Churned,215
9725-SCPZG,47,Male,South Lake Tahoe,California,United States,0,0,0,1,Fiber Optic,Month-to-Month,Bank Withdrawal,1,Price,216
9578-VRMNM,48,Female,Summerland,California,United States,0,0,1,1,DSL,Month-to-Month,Credit Card,1,Competitor,217
