TicketID,customerID,DateOpened,Category,ResolutionTime_Days,Status
7972105f-d64a-4198-877c-15012a9b52d1,7544-ZVIKX,2024-12-23,Other,7,Open
bf014bb5-d0d3-47b3-a846-bc2e7e3ffcaf,7544-ZVIKX,2024-10-02,Service Request,5,Resolved
b37e8fbf-fa2a-4457-9fb3-4c6e84999d6e,7544-ZVIKX,2024-10-27,Billing Issue,7,Open
bfb078a6-8e3a-4b08-b0dd-68dbf2e0560c,6257-RJOHI,2025-02-20,Billing Issue,6,Resolved
3987e571-a899-4fec-a1e9-e673e71fd1d4,6257-RJOHI,2025-06-26,Service Request,7,Resolved
19802e21-3961-422f-bffd-77f489bd1eec,2011-TRQYE,2025-07-24,Service Request,3,Open
1a2ed23b-033d-458d-8992-32b894569b19,2011-TRQYE,2025-07-28,Network Problem,8,Open
2df57178-a525-4a38-8aba-ad9d4209121f,2011-TRQYE,2025-03-28,Other,3,Resolved
b0e24c06-d25b-4ad2-b2c8-bda888ce35f1,5789-LDFXO,2024-12-24,Network Problem,2,Open
4f4b6553-eeb9-4ebd-9477-0db68509ca70,5789-LDFXO,2025-07-23,Billing Issue,2,Resolved
2494374b-7ed9-4a9b-8e04-cefd7ae2da1e,4291-TPNFG,2025-04-13,Service Request,1,Resolved
9f747dd4-2a89-49fc-909a-e21aaeb6dc24,4291-TPNFG,2025-08-08,Other,9,Resolved
643c062b-9246-4d6e-ac3b-a4cd61405116,3746-EUBYR,2025-08-23,Network Problem,9,Resolved
28bd2e77-2c31-4554-9a6e-52bbebabdfc5,3746-EUBYR,2025-04-06,Billing Issue,6,Resolved
820cdc22-530c-4d7b-8c43-110a2933d580,0565-JUPYD,2025-02-10,Other,1,Resolved
a14196b7-2c7f-424f-a15b-ded915733955,8336-TAVKX,2025-02-01,Billing Issue,4,Resolved
815f923b-3513-4cc7-b493-16026a8a872c,3086-RUCRN,2025-02-07,Service Request,4,Open
a647d4bc-3c5d-4dba-8862-af38e1b2cd91,3086-RUCRN,2025-06-26,Billing Issue,8,Open
0ea91ba5-762a-4149-a143-d0fac7b1ffe9,0674-GCDXG,2025-02-04,Network Problem,4,Open
edb0139a-2067-41fb-ac7d-93e6d1be9cb4,0674-GCDXG,2025-08-09,Network Problem,2,Open
93f317ce-eb92-43d7-a516-39b9a95687f8,9220-CXRSC,2025-07-18,Network Problem,9,Open
a61e920d-da42-48c4-b16b-3a4942e9abd1,9220-CXRSC,2025-04-02,Service Request,5,Open
3d2f7abd-bb01-425f-84e6-c354e23f5c21,2452-KDRRH,2025-03-06,Billing Issue,4,Resolved
53bd61f7-b449-4eb9-a5c3-92ca9e270f5c,7471-WNSUF,2025-01-31,Service Request,4,Open
93e77a88-9592-426f-92e1-de14e8419c52,7471-WNSUF,2024-11-18,Network Problem,9,Open
3a1f4efa-be5a-415a-bdac-7ea193a0bd19,7471-WNSUF,2025-01-03,Service Request,4,Resolved
63ab42cc-3df3-429c-8e12-0775776d4e23,1247-QBVSH,2024-10-08,Network Problem,8,Resolved
8f79e040-2156-49e3-a208-da598d5d6b36,1247-QBVSH,2025-04-09,Service Request,9,Resolved
59886bb2-9e44-499f-8754-0139b04fd717,7268-IGMFD,2025-03-24,Network Problem,3,Resolved
ed8851c7-9350-41bf-a6e7-262650354aeb,7268-IGMFD,2025-01-02,Billing Issue,1,Resolved
af0c51a6-67e3-4da4-b776-6cf16df90046,1169-SAOCL,2025-07-18,Billing Issue,1,Open
75918d19-fb47-48d6-827d-69922a3d72be,1169-SAOCL,2024-11-11,Other,8,Resolved
69a41a9d-35fa-4dcd-b80a-ab359b10a875,1169-SAOCL,2024-10-27,Other,7,Resolved
a3ec8ee4-b739-45d1-86e4-28d7eefccc37,9391-EOYLI,2025-06-29,Network Problem,8,Resolved
6a90c392-512d-4fe4-bd66-0a23d561962e,9391-EOYLI,2024-12-29,Billing Issue,9,Resolved
d6db06b6-1cdf-4eda-b90c-c229a2194b05,9391-EOYLI,2025-05-19,Service Request,4,Resolved
8309612a-3b89-4ca1-8787-0216b59a9b88,8329-UTMVM,2024-11-16,Other,6,Open
68dbbbce-7ae9-4542-8b52-c4121d32baee,8329-UTMVM,2025-08-08,Billing Issue,8,Resolved
4ab9a196-9366-4f26-8bd0-b68e0a10af7b,9448-REEVD,2024-10-13,Service Request,9,Open
257c5ae3-035a-47a3-8935-a314ca327fb3,9448-REEVD,2025-09-02,Other,4,Resolved
a2dde9f5-9b45-4a0c-b9de-d8518a8d4222,3312-ZWLGF,2024-11-23,Network Problem,7,Open
8b0ea2a0-6711-4d97-a8b9-18811b21c6ea,3312-ZWLGF,2025-05-22,Other,10,Open
0833bf45-5351-4b5b-870c-04f230c399c0,3312-ZWLGF,2024-09-29,Billing Issue,1,Open
397cd49f-deb7-4c4f-9fa4-1ddc16b3ecbf,2639-UGMAZ,2025-02-13,Billing Issue,8,Open
57a590be-e5a1-4da8-a541-f06f8a863780,2639-UGMAZ,2024-09-11,Network Problem,5,Resolved
7f1e6402-a9cd-42dd-a707-8f546f5bda29,7668-XCFYV,2024-12-06,Network Problem,10,Resolved
85271884-6203-491d-82fd-2786ab1a5a80,7129-CAKJW,2024-10-18,Service Request,1,Resolved
2343e5a4-522a-4001-b852-9531b883150f,7129-CAKJW,2025-07-19,Billing Issue,1,Open
6455ca1f-4315-4528-9526-304284030916,9522-BNTHX,2024-10-07,Service Request,8,Resolved
61be6c3e-0220-45bc-a304-4efbac5c6a50,9522-BNTHX,2025-05-28,Other,7,Open
78ef19ea-3a57-48db-b2a4-f854b619427c,8993-PHFWD,2025-07-04,Other,5,Resolved
a11b505e-9516-4b51-97d5-8bbc5c4156ac,8993-PHFWD,2025-06-16,Service Request,7,Open
9d790635-e2bc-4b1a-9664-a2c385a2e3d8,8993-PHFWD,2025-01-17,Service Request,3,Open
fe2fd1c9-3006-4339-9906-adaa7a5a844b,9372-TXXPS,2025-02-01,Service Request,10,Resolved
43a8c2c5-e9bd-45d8-9820-68cab65f9d0c,9372-TXXPS,2024-11-12,Network Problem,7,Resolved
102283dc-dbbe-4c0a-86a2-0e257d39d2c2,9372-TXXPS,2025-04-07,Other,2,Open
c0d85307-b931-41af-89c0-2e7841edf314,1291-CUOCY,2024-11-27,Service Request,9,Open
f47d66d0-d3d5-4a67-b844-40834a347bcf,1291-CUOCY,2025-03-29,Service Request,3,Resolved
c428a7d0-a004-471d-aace-a964c7968f54,8229-TNIQA,2025-07-13,Billing Issue,8,Open
1ff1b14a-f14a-4ac3-af48-f662ff93bb39,8229-TNIQA,2025-07-21,Service Request,6,Resolved
72b0106d-940d-4a0b-b692-4c3217434e68,6051-PTVNS,2025-01-14,Billing Issue,10,Resolved
a4ac2020-6708-4915-9aa9-962cb8cb2411,6051-PTVNS,2025-04-04,Network Problem,8,Open
8ceb0c35-8bf3-48d0-9347-cc9c76774690,6051-PTVNS,2025-03-19,Service Request,3,Open
4e0a59cc-003f-4553-8a19-e5ea192a3df4,3096-IZETN,2025-08-18,Other,9,Open
35c790f6-05d4-4b18-8628-cc2e96767cac,3096-IZETN,2025-05-04,Network Problem,3,Resolved
189312a9-107f-408f-b2f2-d310adc2f3ef,3096-IZETN,2025-07-25,Network Problem,2,Resolved
4f4905b7-e7b5-45af-a4e0-851c375c6bef,6048-NJXHX,2025-06-27,Network Problem,6,Resolved
26f40704-2465-47df-a09f-d60a5c46a4ec,6048-NJXHX,2025-02-19,Service Request,1,Open
5cfedde4-9206-4143-9684-1d3064606ff5,9497-QCMMS,2025-02-17,Billing Issue,8,Open
5a880bd0-9c81-4ef3-9adc-20a83fac611d,9497-QCMMS,2025-05-25,Service Request,4,Open
b51072cf-c8e7-457d-a0d1-90a76cf6e759,9497-QCMMS,2025-01-16,Other,3,Open
b4ddf9c1-8a44-4750-b4c7-5cf6aa248f80,4933-BSAIP,2025-01-03,Billing Issue,8,Open
ee16cdee-9d9d-4774-9403-16b42d426ce1,4933-BSAIP,2024-11-06,Network Problem,6,Resolved
0b1963b7-ff23-4e6e-a4f2-e067969c0133,4250-FDVOU,2025-04-20,Billing Issue,9,Open
f35fd83f-48ff-4c8c-aab4-d735ed56a14d,2868-SNELZ,2024-09-21,Service Request,9,Resolved
5704757a-46b1-4737-9e66-537b5a7f66f7,2868-SNELZ,2025-01-30,Billing Issue,6,Open
829a7233-4a1c-438d-8a2c-e7e763251acd,2868-SNELZ,2025-08-18,Service Request,4,Resolved
a7a9c385-dd8d-4271-b84a-f52d871199e6,3359-DSRKA,2024-12-28,Billing Issue,6,Open
13d3538c-321f-45be-978a-51eb7344e505,1972-XMUWV,2025-06-05,Other,7,Resolved
7996b9d4-b303-420c-b8f8-bbb665e34a21,1972-XMUWV,2025-04-20,Billing Issue,1,Open
2ade1c03-3d8e-4020-b1b2-ba8397058e75,1972-XMUWV,2025-04-06,Other,3,Open
7a8e63ac-70f5-46eb-9492-48150e650871,6568-POCUI,2024-12-20,Other,4,Resolved
4459d8d5-3282-4da8-babc-37f6d0d39a79,6568-POCUI,2024-11-12,Network Problem,6,Open
6e65de17-a77f-4039-96d5-db26d72de7bb,9114-AAFQH,2024-12-21,Network Problem,5,Resolved
da0a1783-df4a-4039-99fd-acd05e0907e9,9114-AAFQH,2024-11-14,Network Problem,8,Resolved
286f5107-1901-4959-92f1-9f55d089f74c,9114-AAFQH,2025-06-30,Network Problem,8,Resolved
6dedc0df-863c-405e-aea4-9e846d86ee3e,7826-VVKWT,2025-03-20,Service Request,3,Resolved
e1186bc3-07ad-4971-899c-3cc9420f6204,4702-IOQDC,2024-11-10,Billing Issue,1,Open
ed53fd58-2fbb-401d-a7f5-fa4196087902,4702-IOQDC,2024-12-08,Other,4,Resolved
3743c6e3-ec1c-4c54-86f5-414da2110cd9,4702-IOQDC,2025-04-18,Network Problem,7,Open
81ea8f11-5ca9-49ec-8546-5dd48afef573,0956-SYCWG,2025-03-17,Billing Issue,4,Resolved
f184d188-c974-46b2-884f-c6e122d0e880,0114-IGABW,2024-12-05,Other,2,Open
0da8d047-62d3-484b-bd80-d37fd75151bb,5680-LQOGP,2025-03-24,Service Request,4,Resolved
f74ac840-8adf-43e0-bab5-3dc26e5197bb,5680-LQOGP,2025-06-30,Other,7,Resolved
c31dcc89-b137-4f1f-a60f-06de25a66410,3538-WZPHD,2025-01-14,Network Problem,1,Open
58c3c7f4-a68f-4c06-bd09-48b53284a29c,3538-WZPHD,2025-07-03,Network Problem,1,Resolved
fc5eaa88-e884-4a6f-9547-db0af404fd84,3538-WZPHD,2025-02-23,Service Request,9,Resolved
2aec9cde-2266-44b2-8798-bec16a431b75,4430-YHXGG,2025-06-08,Service Request,1,Resolved
199dceb6-a1d7-420e-8715-f5178ee5e32a,4430-YHXGG,2025-07-15,Other,3,Resolved
45dff0e9-b1c0-4715-b25f-dea0df708a87,4430-YHXGG,2025-07-22,Service Request,8,Resolved
16b1933b-f0e4-46bd-b033-80c45822f940,7207-RMRDB,2025-01-22,Network Problem,1,Open
7cd30518-10e1-4478-b69f-1ae83befbfb9,7207-RMRDB,2025-03-02,Network Problem,9,Resolved
1b8df32b-a67c-4dbb-8928-9afe5b5500a0,7207-RMRDB,2025-07-27,Other,7,Open
bfd0b067-3874-43c0-a225-e1eb8a97cc08,3090-QFUVD,2024-10-16,Other,5,Resolved
a343c015-98bd-42c2-adc7-d0ff65239a83,9725-SCPZG,2025-05-21,Service Request,10,Resolved
3b74c6fe-57e6-4173-8c6a-e09626418162,9725-SCPZG,2024-12-30,Service Request,10,Open
0759d004-8e7e-45bd-9b13-be6178bfc3ff,9578-VRMNM,2024-10-19,Network Problem,9,Resolved
562dbd7c-3e00-49d7-866f-c58b7093a94d,9578-VRMNM,2024-10-02,Other,7,Resolved
7d235b91-adfa-4034-8b5c-1abf2e90893a,9578-VRMNM,2024-10-25,Service Request,5,Open
ffe78103-f907-4ed7-a12c-633818ec0e70,0562-FGDCR,2025-07-14,Service Request,5,Open
43ad6f77-9c1a-427c-bb43-5ce2d9e8d5e9,0562-FGDCR,2024-10-04,Service Request,7,Open
b79e283b-297f-4225-b032-ed1b0659f394,0562-FGDCR,2025-04-17,Network Problem,2,Resolved
105140dd-5864-4a27-b279-940fbe230b54,3913-FCUUW,2024-12-27,Network Problem,3,Open
7a4125aa-568e-4b51-a32e-6d50bdbfff18,3913-FCUUW,2025-07-14,Network Problem,9,Open
567fbfb9-6b0c-4ba8-9251-364806860a3a,3913-FCUUW,2025-04-15,Network Problem,4,Resolved
7fc8b7eb-9586-4703-b5b4-fc5081baad4f,7014-ZZXAW,2024-12-14,Other,9,Open
ca46203b-bd51-4bf7-9cd3-ff32aac224d1,2927-QRRQV,2024-12-22,Service Request,2,Open
a576d8a2-a9cc-4bee-83ba-904722c85263,5156-UMKOW,2025-09-01,Other,5,Open
f955b031-9b55-4338-a31e-2f58fac0f89b,5156-UMKOW,2024-11-28,Other,7,Resolved
ca9b94ad-2b6d-4167-9e6c-bde585797ba1,5180-UCIIQ,2024-12-08,Service Request,5,Resolved
9c49a3a3-a8c0-468c-8afb-4bb715a1156b,0641-EVBOJ,2025-02-06,Network Problem,4,Open
aa24720f-aa72-4d8d-83c7-5448cb46cad2,3312-UUMZW,2024-10-21,Service Request,5,Resolved
b09588db-d905-4a87-9d3a-a34d0d09b071,3312-UUMZW,2025-03-18,Billing Issue,10,Resolved
28648914-8fc0-4117-9977-907c67c95a27,2220-IAHLS,2024-12-11,Other,10,Open
6c36b89b-a44f-42e7-9603-bc08b20d5199,2220-IAHLS,2025-08-18,Service Request,5,Resolved
007c8be6-cfc5-4d31-bf2b-0d7a25f5801a,5175-WLYXL,2025-03-02,Network Problem,6,Open
2685aa90-e8be-4e11-96c3-0885232fb301,5175-WLYXL,2024-10-09,Network Problem,6,Resolved
b4c70b6e-2089-4d9d-a7e7-0af662552471,6870-ZWMNX,2024-12-03,Service Request,5,Resolved
6015dae1-bc00-465a-9917-9e8f08a267b2,6870-ZWMNX,2025-03-01,Billing Issue,8,Open
7b2da7d4-c891-47fa-be6d-185bcc6e6ac5,6870-ZWMNX,2025-01-01,Billing Issue,3,Resolved
5e13de9a-5539-47b9-ab27-698fc82de82c,2984-TBYKU,2024-10-08,Network Problem,3,Resolved
a69b19bd-c1b3-41b1-b5a9-e96660e576fb,2984-TBYKU,2025-05-26,Billing Issue,2,Open
094d4751-0cf7-459b-b94e-d3866f9c2dcc,2984-TBYKU,2025-01-18,Other,6,Open
98ec78f3-1dab-4ff5-9057-dbc5639d951f,5753-QQWPW,2025-06-13,Network Problem,3,Resolved
d24f6be2-fdd3-4e99-b067-a630fcf275b8,5753-QQWPW,2025-04-17,Other,4,Open
6a649c34-258e-4f31-8c34-a5e5f5328ae4,5753-QQWPW,2025-07-01,Billing Issue,6,Resolved
391a2966-4eed-4359-9149-1ff94f721d1c,9337-SRRNI,2025-08-08,Billing Issue,1,Open
611e8a6a-cc54-4444-b61b-872c206e9f1b,9337-SRRNI,2025-05-15,Other,8,Resolved
ab943b91-ee11-4941-9b8e-05390adb2d0a,8710-YGLWG,2025-02-13,Network Problem,3,Resolved
1727e207-95a9-438f-b12d-a9bd2bfcbe4c,0784-ZQJZX,2024-09-22,Service Request,4,Open
1f1391ba-49be-4a1a-9d4f-0fdf150e69cc,0784-ZQJZX,2025-06-08,Other,5,Resolved
289972b7-6c21-4867-9389-bd8a114da7d2,0784-ZQJZX,2024-09-24,Network Problem,2,Open
4207e50f-2f3b-4697-bce9-a3e841d4680f,7541-YLXCL,2025-02-02,Other,1,Resolved
b24670d9-99e7-4a84-bcc6-05417e53b5bd,7541-YLXCL,2025-03-03,Other,8,Resolved
a9ab20cc-03d0-444e-96eb-b8b6b29a03d9,7931-PXHFC,2024-12-26,Other,1,Open
9f0499f1-a4c5-4c7e-a77b-4429e35a7451,7931-PXHFC,2025-06-16,Billing Issue,6,Resolved
aab342c2-1b80-4cdd-a631-ecc13b51852d,7931-PXHFC,2025-05-02,Service Request,8,Open
996188b2-05cc-47a0-bc96-52c22ce14011,8984-HPEMB,2024-12-22,Network Problem,4,Open
fc3bad8d-3d9d-42d9-9255-4ec69f1319e0,8984-HPEMB,2024-11-02,Service Request,9,Resolved
8597bc8b-d63d-49b8-984d-3ef7563c3a92,8984-HPEMB,2025-04-17,Billing Issue,6,Open
c7222aa4-dffe-4bd9-86d0-d8042f1b748b,3148-BLQJT,2025-04-27,Service Request,9,Open
c6ce8f8c-4a57-4215-a653-7de31623b988,3148-BLQJT,2025-06-20,Other,2,Open
7b5c2ce0-bcba-4944-aa97-08786e8dae73,4654-DLAMQ,2025-02-13,Network Problem,7,Open
1d565f03-e604-4ab9-a6ab-1c52b062d2b8,4654-DLAMQ,2024-11-29,Service Request,3,Open
c25b754d-650a-4909-9014-ff48219caf5f,4472-LVYGI,2025-06-21,Billing Issue,4,Open
2593db36-d5fa-49c4-9b7f-800127fd8b7b,1698-XFZCI,2025-08-23,Other,6,Resolved
c1932a74-c2b1-46bd-910e-8d342cdfdecc,1698-XFZCI,2024-09-09,Service Request,10,Open
28e1ed7f-d9e1-429b-a257-45fc97b277ee,1698-XFZCI,2025-01-19,Network Problem,10,Open
a10a2406-146b-4435-86fe-fa5165817f88,0640-YJTPY,2024-11-18,Network Problem,10,Resolved
ec35acc9-a637-42a8-bda1-11026ca2e45e,0640-YJTPY,2024-12-27,Other,9,Resolved
61f39c69-bef5-469b-9c70-81a209d88071,1866-OBPNR,2025-04-04,Service Request,2,Resolved
24d2a8db-eb29-45e0-8adb-26d161ac48ca,1866-OBPNR,2024-11-01,Service Request,3,Resolved
3f654e74-6fe9-42c8-a1d5-544698367ee7,1641-RQDAY,2025-07-11,Billing Issue,1,Resolved
6ed30583-c1d9-4d54-8f7b-e75fc916ef64,1641-RQDAY,2024-12-05,Service Request,7,Open
20051699-bc60-4f40-ad1d-85b47ff89ac9,4510-PYUSH,2025-06-04,Other,7,Resolved
407f00c0-81cb-4268-8948-6a4684751e98,4510-PYUSH,2025-07-16,Network Problem,5,Open
d63a46a5-6624-4863-bb62-4b9489808285,6369-MCAKO,2025-09-06,Other,8,Resolved
db617720-786c-46ea-ac0b-697286509ce2,6631-HMANX,2024-11-27,Other,3,Resolved
fa18800c-e23b-4e93-a667-325149384eda,6551-VLJMV,2025-06-19,Service Request,3,Open
946fe301-7d7b-4443-8c10-a49100cc0fa0,6551-VLJMV,2025-01-07,Other,8,Open
33a25fa8-b4f0-4a4c-85f8-c43034158fc2,0489-WMEMG,2025-03-31,Billing Issue,9,Open
8996ef74-ceb0-4678-a145-13643db32eea,1091-SOZGA,2025-07-24,Service Request,1,Open
aa3c8184-65e6-47a5-bbbf-082a5594620d,3391-JSQEW,2024-11-23,Billing Issue,8,Resolved
bbb24be5-94f1-44e1-b407-e633bf0fa7e4,3391-JSQEW,2025-08-30,Other,8,Open
f9b8e6f7-3f77-42b1-a580-3e69846fc239,3391-JSQEW,2025-09-01,Network Problem,8,Open
896b537c-6635-4c5b-96c9-150a4b1e9c07,4512-ZUIYL,2025-05-06,Other,2,Resolved
830fc6d5-b6e0-4a70-913c-5f0a1da50520,7148-XZPHA,2025-01-20,Other,8,Resolved
cb5874e1-5e38-49f1-b466-6fe655257d9b,7148-XZPHA,2024-09-27,Billing Issue,4,Resolved
8a8bc6b5-b63c-4185-bb37-4d21e5131b04,7148-XZPHA,2024-12-03,Service Request,7,Resolved
df432264-8b6f-46d7-800d-94e1e7528a4d,4257-GAESD,2024-09-11,Other,1,Open
596b6834-c1ff-49fb-ae5d-4ecbebcea597,1767-CJKBA,2025-01-05,Service Request,7,Resolved
461656c4-b5f9-4dc1-8e7d-796b909be340,8401-EMUWF,2025-07-20,Billing Issue,3,Resolved
2e821720-b141-4403-bd69-033c72397e8f,8401-EMUWF,2025-08-17,Billing Issue,6,Resolved
7499a9b9-9a4b-473a-a7d7-c2dc521f53b4,8473-VUVJN,2025-02-13,Service Request,1,Open
f194e1c7-fa69-40ae-a59d-9c3ba3298f30,8473-VUVJN,2024-12-06,Service Request,7,Open
aa95c0f1-d9e5-47d4-8d5e-5026e951056b,9058-CBREO,2024-12-11,Network Problem,4,Open
2fe3da63-e545-4ff3-857c-0c65241d0bb8,9058-CBREO,2024-12-31,Network Problem,1,Open
fd0caca0-06ec-4f12-8dfe-8f722d71d031,4480-QQRHC,2024-10-19,Service Request,2,Open
0b930377-3e28-416f-b934-c417216d257c,4480-QQRHC,2025-03-28,Service Request,6,Resolved
34041a12-f566-4be8-baf1-25f06129d189,4480-QQRHC,2025-08-02,Billing Issue,8,Resolved
43f7a96f-0136-43e1-8ea8-c1688563fd1a,1591-NFNLQ,2025-04-10,Service Request,3,Open
6eadc786-8deb-43ae-a2bc-e35a1b162dea,1591-NFNLQ,2025-02-13,Billing Issue,3,Open
b44f4a25-cbd4-4061-a3b6-04d679eb61e9,0690-SRQID,2024-09-26,Billing Issue,6,Open
478c3af0-a543-4712-a02f-269167213b6e,3587-PMCOY,2025-01-12,Service Request,1,Resolved
619cbf67-4f03-43ec-ab86-ca132b1694b0,3587-PMCOY,2025-02-14,Billing Issue,4,Open
e48cc195-0da6-4fd3-9b95-34f8fdbc9cff,3587-PMCOY,2025-01-27,Service Request,6,Open
93f1abae-ae68-4241-9870-47c54859b237,4114-QMKVN,2025-05-29,Billing Issue,1,Open
72c45a1c-6954-43d8-82b5-2ee3323d17db,3873-WOSBC,2025-02-07,Other,9,Open
40a1e148-2b99-441d-939a-40e9a6e06de8,2833-SLKDQ,2025-02-19,Service Request,4,Resolved
f387f5ca-763a-4583-9dff-f3c7582ac456,2833-SLKDQ,2025-05-06,Billing Issue,8,Resolved
3b09c69f-5910-4daf-8dda-43e3b2076616,2983-ZANRP,2025-05-24,Network Problem,8,Resolved
d80d5aa1-a09c-4462-abbf-9451a3ccea21,2983-ZANRP,2025-01-08,Network Problem,1,Resolved
e3f87975-de42-4c69-99f2-4290334cb180,7706-YLMQA,2025-04-11,Billing Issue,8,Open
9de743ce-1a5d-4307-92a7-c708d58299af,7706-YLMQA,2025-02-22,Network Problem,5,Open
536ac1cf-4d27-4ee9-aafa-125f77e9bed2,1724-BQUHA,2024-09-15,Billing Issue,7,Open
6b28bdf7-f583-488e-889b-17bee50a741c,1724-BQUHA,2025-03-09,Other,7,Open
f3e26414-6941-4b77-9493-b562fbe4646b,1724-BQUHA,2025-02-04,Other,8,Resolved
839ae870-eac1-47a3-9a56-8e2695efcb96,5236-PERKL,2025-04-04,Network Problem,6,Resolved
81adf638-b398-4a84-b8bf-22693447a951,5236-PERKL,2024-10-15,Other,3,Resolved
bc2a6a19-e8d1-4ebd-b7a3-42f990f90fcd,5236-PERKL,2025-07-31,Billing Issue,2,Open
558ec86f-17dc-4295-8b8e-eae7bb2a1054,2133-TSRRM,2024-10-29,Billing Issue,6,Resolved
e09977f8-387c-47e4-a72b-ebb58813da77,2133-TSRRM,2025-03-08,Service Request,4,Resolved
3e58bb31-8895-4c90-9940-f61995241e74,7241-AJHFS,2025-03-06,Network Problem,4,Open
57bd70e5-cfd1-4466-a9e4-772d701155c5,5203-XEHAX,2025-08-16,Billing Issue,7,Resolved
fbfe4f03-49f6-4ea5-8b39-db3bbcd604a0,5203-XEHAX,2025-02-18,Other,5,Open
e2458f58-52bd-403f-9941-5092680598fc,5203-XEHAX,2025-05-22,Billing Issue,8,Resolved
e17a7cdb-e504-4a3b-8f49-64478705b225,4884-LEVMQ,2025-01-07,Billing Issue,1,Open
752ee09f-1c2d-43a2-bad6-6140b16eceb4,4884-LEVMQ,2024-09-10,Service Request,5,Open
402cfa52-eab7-4850-a296-1c1dae40e2a2,4884-LEVMQ,2025-08-25,Service Request,9,Open
be8bae7b-1b53-4490-befa-8eb01c15ad66,4918-QLLIW,2025-05-27,Billing Issue,7,Open
cdc09118-4f51-4e81-8326-374256fbec5b,0082-OQIQY,2024-11-24,Other,9,Resolved
b4c0048e-ea60-4e71-9817-076ab982855d,0082-OQIQY,2025-03-09,Network Problem,5,Open
84b1769b-9715-4655-a955-329e62ffd3ec,0082-OQIQY,2024-12-12,Network Problem,4,Open
8c96abef-bab7-4275-9bd3-92ce5f0f140d,6582-PLFUU,2025-01-13,Service Request,2,Open
e0b38277-1954-4c9f-9dbd-a7dad01428b2,0440-MOGPM,2025-05-26,Network Problem,2,Resolved
